model,epoch,loss
OPT-1.3B,15.5125,1.9793
OPT-1.3B,15.525,1.9773
OPT-1.3B,15.5375,1.9696
OPT-1.3B,15.55,1.9627
OPT-1.3B,15.5625,1.9943
OPT-1.3B,15.575,2.0045
OPT-1.3B,15.5875,1.9848
OPT-1.3B,15.6,1.9833
OPT-1.3B,15.6125,2.0034
OPT-1.3B,15.625,1.9952
OPT-1.3B,15.6375,2.0057
OPT-1.3B,15.65,1.992
OPT-1.3B,15.6625,1.9863
OPT-1.3B,15.675,2.0116
OPT-1.3B,15.6875,1.9874
OPT-1.3B,15.7,2.0226
OPT-1.3B,15.7125,1.9851
OPT-1.3B,15.725,2.0031
OPT-1.3B,15.7375,2.0205
OPT-1.3B,15.75,1.9885
OPT-1.3B,15.7625,2.0174
OPT-1.3B,15.775,2.0082
OPT-1.3B,15.7875,2.0018
OPT-1.3B,15.8,1.9993
OPT-1.3B,15.8125,2.025
OPT-1.3B,15.825,2.0099
OPT-1.3B,15.8375,2.017
OPT-1.3B,15.85,2.0018
OPT-1.3B,15.8625,1.9972
OPT-1.3B,15.875,2.0161
OPT-1.3B,15.8875,1.9946
OPT-1.3B,15.9,1.9997
OPT-1.3B,15.9125,1.997
OPT-1.3B,15.925,2.0126
OPT-1.3B,15.9375,2.0027
OPT-1.3B,15.95,2.0048
OPT-1.3B,15.9625,2.0238
OPT-1.3B,15.975,2.0169
OPT-1.3B,15.9875,2.0114
OPT-1.3B,16.0,2.0131
OPT-1.3B,16.0125,1.9275
OPT-1.3B,16.025,1.9744
OPT-1.3B,16.0375,1.9549
OPT-1.3B,16.05,1.932
OPT-1.3B,16.0625,1.957
OPT-1.3B,16.075,1.9305
OPT-1.3B,16.0875,1.9414
OPT-1.3B,16.1,1.9486
OPT-1.3B,16.1125,1.9559
OPT-1.3B,16.125,1.9478
OPT-1.3B,16.1375,1.9659
OPT-1.3B,16.15,1.9518
OPT-1.3B,16.1625,1.9301
OPT-1.3B,16.175,1.9491
OPT-1.3B,16.1875,1.9631
OPT-1.3B,16.2,1.9835
OPT-1.3B,16.2125,1.9362
OPT-1.3B,16.225,1.9268
OPT-1.3B,16.2375,1.9655
OPT-1.3B,16.25,1.9582
OPT-1.3B,16.2625,1.9602
OPT-1.3B,16.275,1.9528
OPT-1.3B,16.2875,1.9886
OPT-1.3B,16.3,1.988
OPT-1.3B,16.3125,1.9535
OPT-1.3B,16.325,1.9671
OPT-1.3B,16.3375,1.9662
OPT-1.3B,16.35,1.9502
OPT-1.3B,16.3625,1.939
OPT-1.3B,16.375,1.9607
OPT-1.3B,16.3875,1.9808
OPT-1.3B,16.4,1.9216
OPT-1.3B,16.4125,1.952
OPT-1.3B,16.425,1.9849
OPT-1.3B,16.4375,1.9395
OPT-1.3B,16.45,1.9501
OPT-1.3B,16.4625,1.9723
OPT-1.3B,16.475,1.9783
OPT-1.3B,16.4875,1.9436
OPT-1.3B,16.5,1.9495
OPT-1.3B,16.5125,1.9564
OPT-1.3B,16.525,1.9805
OPT-1.3B,16.5375,1.963
OPT-1.3B,16.55,1.9618
OPT-1.3B,16.5625,1.9392
OPT-1.3B,16.575,1.9752
OPT-1.3B,16.5875,1.9439
OPT-1.3B,16.6,1.9764
OPT-1.3B,16.6125,1.9585
OPT-1.3B,16.625,1.9601
OPT-1.3B,16.6375,1.9628
OPT-1.3B,16.65,1.9636
OPT-1.3B,16.6625,1.9447
OPT-1.3B,16.675,1.9606
OPT-1.3B,16.6875,1.9647
OPT-1.3B,16.7,1.9868
OPT-1.3B,16.7125,1.9601
OPT-1.3B,16.725,1.9485
OPT-1.3B,16.7375,1.9513
OPT-1.3B,16.75,1.9623
OPT-1.3B,16.7625,1.9575
OPT-1.3B,16.775,1.9672
OPT-1.3B,16.7875,1.9528
OPT-1.3B,16.8,1.9552
OPT-1.3B,16.8125,1.9713
OPT-1.3B,16.825,1.9594
OPT-1.3B,16.8375,1.9848
OPT-1.3B,16.85,1.9678
OPT-1.3B,16.8625,1.9754
OPT-1.3B,16.875,1.9425
OPT-1.3B,16.8875,1.9619
OPT-1.3B,16.9,1.9533
OPT-1.3B,16.9125,1.9493
OPT-1.3B,16.925,1.9424
OPT-1.3B,16.9375,2.0049
OPT-1.3B,16.95,1.9609
OPT-1.3B,16.9625,1.9933
OPT-1.3B,16.975,1.9489
OPT-1.3B,16.9875,1.9692
OPT-1.3B,17.0,1.992
OPT-1.3B,17.0125,1.9368
OPT-1.3B,17.025,1.9128
OPT-1.3B,17.0375,1.923
OPT-1.3B,17.05,1.9317
OPT-1.3B,17.0625,1.9088
OPT-1.3B,17.075,1.8901
OPT-1.3B,17.0875,1.9374
OPT-1.3B,17.1,1.9086
OPT-1.3B,17.1125,1.9259
OPT-1.3B,17.125,1.9373
OPT-1.3B,17.1375,1.9268
OPT-1.3B,17.15,1.9439
OPT-1.3B,17.1625,1.9152
OPT-1.3B,17.175,1.9424
OPT-1.3B,17.1875,1.9379
OPT-1.3B,17.2,1.9083
OPT-1.3B,17.2125,1.9242
OPT-1.3B,17.225,1.9275
OPT-1.3B,17.2375,1.9054
OPT-1.3B,17.25,1.8951
OPT-1.3B,17.2625,1.9395
OPT-1.3B,17.275,1.9134
OPT-1.3B,17.2875,1.9203
OPT-1.3B,17.3,1.9231
OPT-1.3B,17.3125,1.95
OPT-1.3B,17.325,1.9328
OPT-1.3B,17.3375,1.9128
OPT-1.3B,17.35,1.9143
OPT-1.3B,17.3625,1.9274
OPT-1.3B,17.375,1.9384
OPT-1.3B,17.3875,1.926
OPT-1.3B,17.4,1.9403
OPT-1.3B,17.4125,1.9116
OPT-1.3B,17.425,1.9346
OPT-1.3B,17.4375,1.919
OPT-1.3B,17.45,1.9228
OPT-1.3B,17.4625,1.9346
OPT-1.3B,17.475,1.9217
OPT-1.3B,17.4875,1.9502
OPT-1.3B,17.5,1.9504
OPT-1.3B,17.5125,1.9173
OPT-1.3B,17.525,1.9232
OPT-1.3B,17.5375,1.9183
OPT-1.3B,17.55,1.9136
OPT-1.3B,17.5625,1.9149
OPT-1.3B,17.575,1.9251
OPT-1.3B,17.5875,1.9024
OPT-1.3B,17.6,1.9222
OPT-1.3B,17.6125,1.9347
OPT-1.3B,17.625,1.9293
OPT-1.3B,17.6375,1.9269
OPT-1.3B,17.65,1.9305
OPT-1.3B,17.6625,1.9177
OPT-1.3B,17.675,1.8994
OPT-1.3B,17.6875,1.9482
OPT-1.3B,17.7,1.9538
OPT-1.3B,17.7125,1.9119
OPT-1.3B,17.725,1.9448
OPT-1.3B,17.7375,1.9307
OPT-1.3B,17.75,1.933
OPT-1.3B,17.7625,1.9166
OPT-1.3B,17.775,1.938
OPT-1.3B,17.7875,1.9257
OPT-1.3B,17.8,1.9353
OPT-1.3B,17.8125,1.9265
OPT-1.3B,17.825,1.9237
OPT-1.3B,17.8375,1.9391
OPT-1.3B,17.85,1.9128
OPT-1.3B,17.8625,1.9305
OPT-1.3B,17.875,1.9515
OPT-1.3B,17.8875,1.9136
OPT-1.3B,17.9,1.9326
OPT-1.3B,17.9125,1.9254
OPT-1.3B,17.925,1.9043
OPT-1.3B,17.9375,1.9355
OPT-1.3B,17.95,1.9257
OPT-1.3B,17.9625,1.9393
OPT-1.3B,17.975,1.9226
OPT-1.3B,17.9875,1.9337
OPT-1.3B,18.0,1.9309
OPT-1.3B,18.0125,1.9127
OPT-1.3B,18.025,1.9041
OPT-1.3B,18.0375,1.9206
OPT-1.3B,18.05,1.8827
OPT-1.3B,18.0625,1.8979
OPT-1.3B,18.075,1.8735
OPT-1.3B,18.0875,1.886
OPT-1.3B,18.1,1.8633
OPT-1.3B,18.1125,1.8798
OPT-1.3B,18.125,1.8987
OPT-1.3B,18.1375,1.8866
OPT-1.3B,18.15,1.8726
OPT-1.3B,18.1625,1.9047
OPT-1.3B,18.175,1.9013
OPT-1.3B,18.1875,1.8859
OPT-1.3B,18.2,1.8819
OPT-1.3B,18.2125,1.9
OPT-1.3B,18.225,1.9289
OPT-1.3B,18.2375,1.8816
OPT-1.3B,18.25,1.8976
OPT-1.3B,18.2625,1.8893
OPT-1.3B,18.275,1.8945
OPT-1.3B,18.2875,1.9037
OPT-1.3B,18.3,1.8983
OPT-1.3B,18.3125,1.9028
OPT-1.3B,18.325,1.8908
OPT-1.3B,18.3375,1.8659
OPT-1.3B,18.35,1.9175
OPT-1.3B,18.3625,1.899
OPT-1.3B,18.375,1.9177
OPT-1.3B,18.3875,1.8897
OPT-1.3B,18.4,1.9005
OPT-1.3B,18.4125,1.9247
OPT-1.3B,18.425,1.9091
OPT-1.3B,18.4375,1.9115
OPT-1.3B,18.45,1.8992
OPT-1.3B,18.4625,1.8887
OPT-1.3B,18.475,1.8983
OPT-1.3B,18.4875,1.9029
OPT-1.3B,18.5,1.9028
OPT-1.3B,18.5125,1.8965
OPT-1.3B,18.525,1.9078
OPT-1.3B,18.5375,1.8996
OPT-1.3B,18.55,1.9216
OPT-1.3B,18.5625,1.8973
OPT-1.3B,18.575,1.8964
OPT-1.3B,18.5875,1.9091
OPT-1.3B,18.6,1.9016
OPT-1.3B,18.6125,1.8795
OPT-1.3B,18.625,1.9184
OPT-1.3B,18.6375,1.9045
OPT-1.3B,18.65,1.9065
OPT-1.3B,18.6625,1.8747
OPT-1.3B,18.675,1.8843
OPT-1.3B,18.6875,1.8878
OPT-1.3B,18.7,1.881
OPT-1.3B,18.7125,1.9097
OPT-1.3B,18.725,1.8925
OPT-1.3B,18.7375,1.9062
OPT-1.3B,18.75,1.9214
OPT-1.3B,18.7625,1.9098
OPT-1.3B,18.775,1.8976
OPT-1.3B,18.7875,1.8699
OPT-1.3B,18.8,1.8883
OPT-1.3B,18.8125,1.9092
OPT-1.3B,18.825,1.8529
OPT-1.3B,18.8375,1.8947
OPT-1.3B,18.85,1.9009
OPT-1.3B,18.8625,1.901
OPT-1.3B,18.875,1.9093
OPT-1.3B,18.8875,1.9088
OPT-1.3B,18.9,1.8985
OPT-1.3B,18.9125,1.9421
OPT-1.3B,18.925,1.8757
OPT-1.3B,18.9375,1.9107
OPT-1.3B,18.95,1.9043
OPT-1.3B,18.9625,1.8879
OPT-1.3B,18.975,1.9184
OPT-1.3B,18.9875,1.9114
OPT-1.3B,19.0,1.9115
OPT-1.3B,19.0125,1.8862
OPT-1.3B,19.025,1.8951
OPT-1.3B,19.0375,1.8719
OPT-1.3B,19.05,1.9051
OPT-1.3B,19.0625,1.8733
OPT-1.3B,19.075,1.884
OPT-1.3B,19.0875,1.8889
OPT-1.3B,19.1,1.8626
OPT-1.3B,19.1125,1.8802
OPT-1.3B,19.125,1.8918
OPT-1.3B,19.1375,1.8838
OPT-1.3B,19.15,1.8614
OPT-1.3B,19.1625,1.886
OPT-1.3B,19.175,1.8721
OPT-1.3B,19.1875,1.8853
OPT-1.3B,19.2,1.8905
OPT-1.3B,19.2125,1.8544
OPT-1.3B,19.225,1.8734
OPT-1.3B,19.2375,1.8828
OPT-1.3B,19.25,1.8623
OPT-1.3B,19.2625,1.8957
OPT-1.3B,19.275,1.8811
OPT-1.3B,19.2875,1.884
OPT-1.3B,19.3,1.8839
OPT-1.3B,19.3125,1.8881
OPT-1.3B,19.325,1.8793
OPT-1.3B,19.3375,1.8547
OPT-1.3B,19.35,1.8602
OPT-1.3B,19.3625,1.8587
OPT-1.3B,19.375,1.859
OPT-1.3B,19.3875,1.8717
OPT-1.3B,19.4,1.86
OPT-1.3B,19.4125,1.8875
OPT-1.3B,19.425,1.8863
OPT-1.3B,19.4375,1.8583
OPT-1.3B,19.45,1.8613
OPT-1.3B,19.4625,1.8652
OPT-1.3B,19.475,1.8927
OPT-1.3B,19.4875,1.8941
OPT-1.3B,19.5,1.8704
OPT-1.3B,19.5125,1.8722
OPT-1.3B,19.525,1.8891
OPT-1.3B,19.5375,1.8614
OPT-1.3B,19.55,1.9024
OPT-1.3B,19.5625,1.8808
OPT-1.3B,19.575,1.9082
OPT-1.3B,19.5875,1.8677
OPT-1.3B,19.6,1.8742
OPT-1.3B,19.6125,1.8931
OPT-1.3B,19.625,1.8678
OPT-1.3B,19.6375,1.8608
OPT-1.3B,19.65,1.8766
OPT-1.3B,19.6625,1.8676
OPT-1.3B,19.675,1.9093
OPT-1.3B,19.6875,1.8652
OPT-1.3B,19.7,1.8618
OPT-1.3B,19.7125,1.8936
OPT-1.3B,19.725,1.8815
OPT-1.3B,19.7375,1.8987
OPT-1.3B,19.75,1.8591
OPT-1.3B,19.7625,1.8778
OPT-1.3B,19.775,1.8826
OPT-1.3B,19.7875,1.8726
OPT-1.3B,19.8,1.8739
OPT-1.3B,19.8125,1.8743
OPT-1.3B,19.825,1.8898
OPT-1.3B,19.8375,1.8837
OPT-1.3B,19.85,1.8733
OPT-1.3B,19.8625,1.8842
OPT-1.3B,19.875,1.8885
OPT-1.3B,19.8875,1.8838
OPT-1.3B,19.9,1.8684
OPT-1.3B,19.9125,1.8595
OPT-1.3B,19.925,1.8919
OPT-1.3B,19.9375,1.8721
OPT-1.3B,19.95,1.8584
OPT-1.3B,19.9625,1.8574
OPT-1.3B,19.975,1.8733
OPT-1.3B,19.9875,1.8703
OPT-1.3B,20.0,1.8644
